label,text
REAL,The Senate on Thursday confirmed the Environmental Protection Agency s third high level official after Administrator Scott Pruitt approving Susan Bodine to become the agency s top enforcement official. Bodine will serve as assistant administrator for EPA s Office of Enforcement and Compliance Assurance leading the agency s enforcement actions against polluters. In September two senators threatened to hold up her confirmation out of concern that she was serving as special counsel to Pruitt while she waited out the confirmation process a possible violation of a federal law and because she was slow to respond to Senate Democrats oversight queries. Democratic Senator Tom Carper of Delaware said on Thursday that he was satisfied with the responses she and EPA officials sent clearing the way for her confirmation.
REAL,The chief Republican tax writer in the U.S. House of Representatives said on Tuesday that House Republicans want tax legislation to eliminate the corporate and individual alternative minimum taxes. House members ... feel strongly that the House position should be to repeal permanently both the individual and the corporate U.S. Representative Kevin Brady told reporters. He spoke after meeting with Republican lawmakers to discuss upcoming negotiations with the Senate aimed at reconciling the two chambers tax bills into a unified piece of legislation that Republican President Donald Trump can sign into law.
REAL,The White House said on Thursday that Rex Tillerson remains the U.S. secretary of state despite reports of his upcoming departure and that there are no changes at this time. As the President just said Rex is here. There are no personnel announcements at this time. Secretary Tillerson continues to lead the State Department and the entire cabinet is focused on completing this incredibly successful first year of President Trump s administration said White House spokeswoman Sarah Sanders in a statement.
REAL,Republican U.S. Senator Ron Johnson said he opposes the Senate Republican tax proposal because it unfairly benefits corporations more than other types of businesses. If they can pass it without me let them Johnson told the Wall Street Journal in an interview. I m not going to vote for this tax package.
REAL,U.S. President Donald Trump s former campaign manager Paul Manafort will surrender to federal authorities later on Monday amid an ongoing probe into alleged Russian meddling in the 2016 presidential campaign CNN and the New York Times reported citing unnamed sources. The Times citing someone involved in the case said Manafort s former business associate Rick Gates was also told to surrender to U.S. authorities. Manafort was seen leaving his home early Monday morning according to a Reuters witness but it was unclear where he was headed.
REAL,The U.S. Senate is still on track to release on Thursday its version of a bill to overhaul the nation s tax code a congressional source told Reuters. Senate Finance Committee Chairman Orrin Hatch has not announced a specific day for the bill s release and said only that it would be toward the end of the week. Axios reported on Wednesday that the bill would be delayed past Thursday but the source told Reuters it was on track to be released that day. Friday is a U.S. holiday and the Senate will not be in session. The House of Representatives released its version of the tax legislation backed by Republican President Donald Trump last week and is aiming to vote on its bill next week a senior Republican said. Passing the tax overhaul has been a priority for Trump who says it will stimulate economic growth and create jobs. But Republicans have yet to score a major legislative accomplishment since the president took office in January even though the party controls also both chambers of Congress.
REAL,U.S. President Donald Trump believes Republican U.S. Senate candidate Roy Moore should step aside if sexual misconduct allegations against him are true the White House said on Thursday. The president believes that these allegations are very troubling and should be taken seriously and he thinks that the people of Alabama should make the decision on who their next senator should be White House spokeswoman Sarah Sanders said at a news briefing. The president said in his statement earlier this week that if the allegations are true then Roy Moore should step aside. He still firmly believes that she said.
REAL,Republican tax legislation due to be released this week in the U.S. House of Representatives will not include a deduction for state and local income taxes the top House Republican on tax policy said on Tuesday. House Ways and Means Committee Chairman Kevin Brady said in a radio interview with commentator Hugh Hewitt that the emerging bill will offer relief only on property taxes. Brady spoke as House Republican leaders sought to broker an agreement with Republican lawmakers who want the state and local income tax deduction to remain. Asked if there would be relief on the income side of state and local taxes Brady replied The answer is no. ... Our lawmakers in those high tax states really believe their families are being punished most by property taxes.
REAL,The South China Sea was not an issue between China and the United States and Washington is expected to make a positive contribution instead of stirring up trouble Chinese Vice Foreign Minister Zheng Zeguang said on Friday. Zheng was speaking at a briefing about next week s visit to China by U.S. President Donald Trump.
REAL,The U.S. Senate parliamentarian has ruled against three provision of the Republican tax bill forcing the House of Representatives to hold a second vote on the legislation Senator Bernie Sanders said on Tuesday. Sanders an independent on the Senate Budget Committee said the ruling could mean that provisions related to educational savings accounts for home schooling and private university endowments could be struck from the measure unless 60 members of the Senate vote to uphold them.
REAL,U.S. Republican Senator Susan Collins who helped torpedo President Donald Trump s effort to repeal Obamacare said on Sunday she was leaning towards a yes vote on the Senate budget resolution to advance tax reform. I am likely a yes on that budget. I very much want to see tax reform Collins said on ABC s This Week news program. The Senate is expected to vote on the fiscal 2018 measure this week. The resolution contains a legislative tool that could facilitate adoption of a tax reform bill later this year.
REAL,The disputed acting director of the Consumer Financial Protection Bureau said in a court filing on Friday that she plans to seek a preliminary injunction against rival acting director Mick Mulvaney and the Trump administration by Dec. 5. President Donald Trump named Mulvaney the White House budget director as acting director of the CFPB on Nov. 24 following the departure of the director who had named the agency s deputy director Leandra English to temporarily succeed him. A federal judge this week refused to block Trump s appointment of Mulvaney to lead the consumer watchdog agency but English is continuing to pursue the issue and indicated in a court filing she would file a motion of preliminary injunction against Mulvaney and the Trump administration by Dec. 5.
REAL,The Department of Justice needs to immediately give Congress documents related to the funding of a dossier on Donald Trump during the presidential campaign U.S. House Speaker Paul Ryan said on Wednesday saying the department and the FBI were stonewalling. We ve had these document requests with the administration with the FBI in particular for a long time and they ve been stonewalling Ryan told Reuters in an interview adding that the department and the FBI needs to comply with Congress documents requests and they need to do it immediately. Ryan was responding to a question about a Washington Post report on Tuesday that said the campaign of Trump s Democratic rival for the White House Hillary Clinton and the Democratic National Committee had helped fund research that became a dossier of allegations about Trump s connections to Russia. Several congressional panels are investigating alleged Russian meddling in the 2016 presidential campaign to try to tilt the election in Trump s favor and potential collusion by Trump aides. Moscow has denied such interference and Trump has denied any collusion by his campaign.
REAL,The White House is willing to consider a small increase on the corporate tax rate if it is needed to finalize the bill in the U.S. Congress White House budget chief Mick Mulvaney said on Sunday. Mulvaney made his comments after President Donald Trump suggested on Saturday that the corporate tax rate could end up at 22 percent once the Senate and House of Representatives reconcile or conference their respective versions of the legislation even though both bills currently stand at 20 percent. My understanding is that the Senate bill has a 20 percent rate now. The House has a 20 percent rate now. We re happy with both of those numbers Mulvaney said in an interview with CBS Face the Nation. If something small happens in conference that gets us across the finish line we ll look at it on a case by case basis. But I don t think you ll see any significant change in our position on the corporate taxes Mulvaney said.
REAL,U.S. Vice President Mike Pence will preside over the Senate s vote on sweeping tax legislation his office confirmed on Tuesday. The VP will preside over the historic vote Alyssa Farah a spokeswoman for Pence said on Twitter. Republicans may need Pence s vote in favor of the legislation to break a tie.
REAL,U.S. Republican Senator Marco Rubio said on Wednesday that tax legislation is likely to include an expanded child tax credit adding that any reform without such a change would not truly provide relief for the middle class. My sense is it will be in the underlying bill Rubio told reporters adding that he would try to ensure that the credit could be refunded against payroll taxes not just federal income taxes. It looks like it s settling back to about 2 000 and that s about as low as we can go.
REAL,U.S. President Donald Trump said on Monday he is weighing recommendations for welfare reform as his government looks for ways to cut costs. Speaking to reporters at the beginning of a cabinet meeting Trump said some welfare recipients are taking advantage of the system while others are not receiving enough benefits to live. He did not discuss specific recommendations.
REAL,Republican U.S. Senators Marco Rubio and Mike Lee said they want a child tax credit to increase to 2 000 in a Senate tax bill unveiled on Thursday. While we are glad to see an increase to the child tax credit like the House bill it is simply not enough for working families Rubio and Lee said in a joint statement. The Senate bill would raise the child tax credit to 1 650 from 1 000 currently.
REAL,U.S. President Donald Trump said on Thursday ending so called chain migration which allows legal immigrants to apply for relatives abroad to come to the United States would be part of any legislation to help young immigrants brought to the country illegally as children. Yes it will be part of a DACA deal Trump said in an interview with Fox News Channel referring to the Deferred Action for Childhood Arrivals program that benefits the young immigrants. Trump is ending the program in March 2018. I don t think any Republican would vote for anything having to do with leaving chain migration. Chain migration is a disaster for this country and it s horrible he said adding that funding for a wall on the border with Mexico would also be part of a DACA deal.
REAL,The indictments of two former Trump campaign aides on Monday have nothing to do with President Donald Trump or his campaign and show no evidence of collusion between the campaign and Russia a White House spokeswoman said. Today s announcement has nothing to do with the president has nothing to do with the president s campaign or campaign activity spokeswoman Sarah Sanders told a news briefing. We ve been saying from day one there s no evidence of Trump Russia collusion and nothing in the indictment today changes that at all she added.
REAL,China s foreign ministry on Wednesday said that China fully and strictly implements U.N. Security Council resolutions on North Korea and will investigate if there are activities that contravene resolutions. China upholds resolving the North Korean nuclear issue via talks ministry spokeswomen Hua Chunying added speaking at a regular news briefing in Beijing. U.S. President Donald Trump will ask China to cut its financial links with North Korea and to abide by U.N. sanctions when meeting with Chinese President Xi Jinping in Beijing a senior White House official said on Wednesday. Trump arrived in Beijing on Wednesday afternoon from South Korea for a two night stop in the Chinese capital as part of his marathon Asia tour.
REAL,Members of U.S. Congress said on Tuesday they were disturbed by the harsh response of Myanmar s security forces to attacks by militants in August which they said bore all the hallmarks of ethnic cleansing against the Rohingya Muslim minority. We are profoundly disturbed by the violent and disproportionate response against the Rohingya by the military and local groups Democratic Senator Jeff Merkley told reporters in Yangon at the end of a visit to Bangladesh and Myanmar. Merkley a member of the Senate Foreign Relations Committee led the five strong congressional delegation which over the last few days met with people affected by the military crackdown on Rohingya Muslims which has forced more than 600 000 people to flee to Bangladesh. In early November U.S. lawmakers proposed targeted sanctions and travel restrictions on Myanmar military officials over the treatment of the Rohingya.
REAL,The U.S. House of Representatives Ethics Committee said on Tuesday it is investigating allegations of sexual harassment against Representative John Conyers. Conyers a Michigan Democrat said earlier on Tuesday his office had resolved a harassment case with a payment but no admission of guilt.
REAL,U.S. House Speaker Paul Ryan said on Sunday that special counsel Robert Mueller should not be fired or step down and needs to be allowed to follow his Russia investigation to its end. We need to let these career professionals do their jobs see it through...I don t think he should be stepping down and I don t think he should be fired Ryan said in an interview on Fox News Sunday.
REAL,U.S. Defense Secretary Jim Mattis said on Thursday he had discussed Russia s violation of an arms control treaty with his NATO counterparts and they were looking at how to bring Moscow into compliance with it. We have a firm belief now over several years that the Russians have violated the INF and our effort is to bring Russia back into compliance Mattis said speaking with reporters during a meeting of NATO defense ministers. U.S. officials have said Russia has deployed a cruise missile despite complaints by Washington that it violates the arms control treaty banning ground based U.S. and Russian intermediate range missiles. Russia however has said in the past that it appears that Washington now in the midst of a 1 trillion 30 year modernization of its ageing ballistic missile submarines bombers and land based missiles that was in breach of the same treaty. Many of the nations already have their own evidence of what Russia has been up to and we have been in active discussions amongst ourselves on the issue Mattis said. He added that the United States and NATO would be engaging with Russia to try and resolve the issue.
REAL,The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump realDonaldTrump and POTUS. The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy. realDonaldTrump Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill which essentially Repeals over time ObamaCare the Democrats Republicans will eventually come together and develop a great new HealthCare plan 0658 EST WOW foxandfrlends Dossier is bogus. Clinton Campaign DNC funded Dossier. FBI CANNOT after all of this time VERIFY CLAIMS IN DOSSIER OF RUSSIA TRUMP COLLUSION. FBI TAINTED. And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign 0824 EST All signs are that business is looking really good for next year only to be helped further by our Tax Cut Bill. Will be a great year for Companies and JOBS Stock Market is poised for another year of SUCCESS 17 17 EST Source link
REAL,The U.S. House of Representatives working against a Friday midnight deadline approved legislation on Thursday to fund a wide range of federal programs through Dec. 22 and avoid a partial government shutdown when existing money expires. By a vote of 235 193 the House approved the stop gap spending bill sending it to the Senate for passage which is expected by Friday.
REAL,Republican U.S. Senator Thad Cochran said he had returned to Washington on Tuesday and was looking forward to continuing work on the 2018 appropriations bills and to taking part in the debate on the budget and tax cuts. Cochran s absence for a medical procedure threatened to complicate passage of a budget blueprint needed to push through the Republicans plan for tax reform. Cochran s office said in a statement that the Mississippi senator continues to be treated for urological issues and remains under medical supervision which could affect his work schedule.
REAL,China and the United States have created a miracle as companies from the world s two largest economies signed deals worth some 253.4 billion over the past two days China s Commerce Minister Zhong Shan said at a briefing on Thursday. This is truly a miracle said Zhong on the second day of U.S. President Donald Trump s state visit to China.
REAL,A Republican led committee in the U.S. House of Representatives approved a sweeping rewrite of U.S. tax law on Thursday setting the stage for the House to vote on it although momentum for overhauling the tax code was fast shifting to the Senate. The House Ways and Means Committee approved a bill voting along party lines that could go to the House floor as soon as next week. It would cut the U.S. corporate income tax rate to 20 percent from 35 percent and make other tax changes adding substantially to the federal deficit over the next decade.
REAL,The United Arab Emirates said on Friday it fully supported the new U.S. policy toward Iran and it renewed its commitment to work with Washington to counter Iran s support of extremism the state news agency WAM reported. The UAE announces its full support to the new U.S. strategy to deal with the Iranian policies undermining security and stability WAM said on its twitter account. Bahrain has also announced it welcomed the shift in U.S. policy on Iran s nuclear and ballistic missile programs and its support for extremist groups in the Middle East.
REAL,After U.S. charges against President Donald Trump s former campaign manager Paul Manafort Washington should investigate the Ukrainian trace the RIA news agency cited Russian Foreign Minister Sergei Lavrov as saying on Tuesday. Kiev has information about the 2016 U.S. presidential election Lavrov told a news briefing RIA reported. Federal investigators probing alleged Russian interference in the 2016 U.S. election something Moscow denies charged Manafort with money laundering on Monday. Neither Trump nor his campaign was mentioned in the indictment against Manafort. The charges some going back more than a decade center on Manafort s work for Ukraine.
REAL,Former U.S. national security adviser Michael Flynn on Friday pleaded guilty to lying to the Federal Bureau of Investigation prosecutors said adding that he had spoken with a top member of Trump s transition team regarding his communications with Russia s ambassador to the United States. Federal prosecutors also said Flynn had been directed by a very senior member of Trump s transition team regarding a December 2016 United Nations vote. Flynn also filed materially false statements and omissions in his March 7 2017 foreign agent filing over his company s work with the Turkish government according to prosecutors.
REAL,U.S. President Donald Trump will meet with Senate Republicans at their weekly policy lunch next Tuesday a member of the Senate s Republican leadership said on Thursday. Our entire GOP conference looks forward to welcoming Pres. Trump to lunch to press our common agenda and speed a great American recovery Senator John Barrasso the head of the Republican Policy Committee said on Twitter in announcing the Oct. 24 meeting.
REAL,U.S. Senate Republican leader Mitch McConnell said there was deep concern about allegations of sexual misconduct against U.S. Senate candidate Roy Moore and that he was looking options to prevent him from taking office. McConnell said President Donald Trump called him on Friday and the two discussed Moore and he spoke to Vice President Mike Pence on Monday. There is no question that there is a deep concern here. Roy Moore should step aside. The women who have come forward are entirely credible McConnell told reporters. He s obviously not fit to be in the United States Senate and we ve looked at all the options to try to prevent that from happening.
REAL,The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump realDonaldTrump and POTUS. The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy. realDonaldTrump Despite thousands of hours wasted and many millions of dollars spent the Democrats have been unable to show any collusion with Russia so now they are moving on to the false accusations and fabricated stories of women who I don t know and or have never met. FAKE NEWS 710 EST Lightweight Senator Kirsten Gillibrand a total flunky for Chuck Schumer and someone who would come to my office begging for campaign contributions not so long ago and would do anything for them is now in the ring fighting against Trump. Very disloyal to Bill Crooked USED 803 EST Wishing all of those celebrating Hanukkah around the world a happy and healthy eight nights in the company of those they love. 45.wh.gov XpFsZu 1713 EST Source link
REAL,The Republican controlled U.S. House of Representatives is expected to vote on sweeping tax legislation early Tuesday afternoon aides said bringing President Donald Trump s goal of overhauling the U.S. tax system one step closer to fruition. The vote on a final bill agreed by House and Senate Republicans last week could come around 1 30 p.m. EST 1830 GMT the aides said. Both the House and Senate must approve the measure before Trump can sign it into law. The Senate is expected to vote on the bill as early as Tuesday but must complete 10 hours of debate before acting. It was not clear when debate would begin.
REAL,Reuters U.S. Senator Dick Durbin the No. 2 Democrat in the Senate said on Wednesday that fellow Democrat Al Franken should resign in light of sexual misconduct allegations against him. Senator Franken s behavior was wrong. He has admitted to what he did. He should resign from the Senate Durbin said on Twitter. Durbin marked the 15th Democratic senator including third ranking Democrat Patty Murray to call on Wednesday for Franken to step down.
REAL,Steny Hoyer the No. 2 Democrat in the U.S. House of Representatives said on Wednesday that Democratic representative John Conyers should resign if the sexual harassment allegations against him are found to be true. Notwithstanding the credibility of the witnesses we have a process to determine were these allegations founded And if they re founded yes he should resign Hoyer said in an interview with MSNBC.
REAL,The United States remains committed to the Libyan Political Agreement the State Department said in a statement following U.S. Secretary of State Rex Tillerson s meeting with Libyan Prime Minister Fayez al Sarraj on Friday. Attempts to bypass the UN facilitated political process or impose a military solution to the conflict would only destabilize Libya and create opportunities for ISIS Islamic State and other terrorist groups to threaten the United States and our allies State Department spokeswoman Heather Nauert said.
REAL,Steve Bannon a former top White House strategist and a former chief campaign aide to Donald Trump has been asked to testify before the U.S. House of Representatives intelligence panel next month Bloomberg News reported. Corey Lewandowski Trump s former campaign manager was also asked to testify in early January Bloomberg reported on Friday citing an official familiar with the committee s schedule. Representatives for the committee did not immediately respond to inquiries for comment. The panel is probing alleged Russian meddling into the 2016 U.S. election.
REAL,U.S. President Donald Trump called on the Republican Congress to pass a short term government spending bill later on Thursday to avoid a shutdown when current funding expires at midnight on Friday. Republicans in the House of Representatives have unveiled a stopgap spending bill that would allow the government to stay open at current funding levels. Pass the C.R. continuing resolution TODAY and keep our Government OPEN Trump wrote in a post on Twitter.
REAL,The U.S. Congressional Budget Office on Wednesday said that repealing Obamacare s individual mandate for health insurance would increase the number of uninsured by 13 million in 2027. The CBO the nonpartisan budget scoring agency said in a statement on its website that eliminating the mandate in the Affordable Care Act also often dubbed Obamacare would also raise average premiums in the individual market by about 10 percent annually over next decade. It said earlier on Wednesday that repealing the mandate would lower the deficit by 338 billion over the next decade.
REAL,The Senate intelligence panel s top Democrat on Friday said lawmakers will want to again interview U.S. President Donald Trump s son in law turned White House adviser Jared Kushner in the wake of former adviser Michael Flynn s guilty plea as part of the U.S. special counsel s investigation. There are a number like Mr. Kushner and others that we re going to want to invite back Senator Mark Warner told reporters. He declined to say whether that would include U.S. Vice President Mike Pence. He added that he remained confident in the panel s Republican chairman Richard Burr. Burr in a New York Times report on Thursday said Trump had told him that he was eager to see the committee s probe end.
REAL,The White House said on Monday it was not backing any proposal to phase in a planned reduction to the U.S. corporate tax rate. Asked about a report the House of Representatives was considering a five year phase in for the corporate tax cut White House spokeswoman Sarah Sanders said The president has laid out his principles and it doesn t include the phasing in. I don t have reason to believe we have changes on that front at this point she added
REAL,U.S. House Speaker Paul Ryan on Tuesday said he wants the House of Representatives to pass a Republican tax cut bill by the Nov. 23 Thanksgiving holiday echoing President Donald Trump s call to speed up the party s efforts to get the measure approved before year s end. Referring to the Thanksgiving holiday in the United States Ryan told reporters at a news conference Our goal is to get it out of the House by then. The Senate s going to be a little slower on their track.
REAL,The Republican led U.S. Senate voted on Tuesday to begin debate on sweeping tax legislation setting the stage for lawmakers to hold their final vote on the tax cut package later in the evening. The Senate voted 51 48 to debate the legislation about an hour after the House of Representatives approved what is widely expected to become the first overhaul of the U.S. tax code in more than 30 years. The debate period is due to last 10 hours officially but could be shortened to as little as five hours by parliamentary procedure.
REAL,U.S. Senator Elizabeth Warren is due to meet Leandra English an official with the Consumer Financial Protection Bureau CPFB on Monday afternoon to discuss the leadership of the agency an aide to the lawmaker said. English was named on Friday by former CFPB head Richard Cordray to lead the agency until President Donald Trump nominates a permanent chief. Hours later the White House named budget chief Mick Mulvaney as acting director. On Sunday English sued to prevent Trump from installing Mulvaney. Warren helped push for the creation of the CFPB and has said she support English s position in the court case.
REAL,A majority of the U.S. Senate on Tuesday backed a new round of disaster aid to help Puerto Rico and several states recover from damage from hurricanes and wildfires. The legislation would provide 36.5 billion in emergency relief as Puerto Rico in particular struggles to regain electricity and other basic services following destructive hurricanes. The House of Representatives approved the bill earlier this month. The Trump administration already has indicated it will seek another round of emergency relief from Congress.
REAL,The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump realDonaldTrump and POTUS. The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy. realDonaldTrump While the Fake News loves to talk about my so called low approval rating foxandfriends just showed that my rating on Dec. 28 2017 was approximately the same as President Obama on Dec. 28 2009 which was 47 ...and this despite massive negative Trump coverage Russia hoax 0746 EST Why is the United States Post Office which is losing many billions of dollars a year while charging Amazon and others so little to deliver their packages making Amazon richer and the Post Office dumber and poorer Should be charging MUCH MORE 0804 EST Source link
REAL,A federal judge on Friday proposed a May 7 trial date for former Trump campaign manager Paul Manafort and associate Rick Gates who were indicted on charges including money laundering according to a court filing. U.S. District Judge Amy Berman Jackson set a Monday hearing to address the proposed trial date in the case which stemmed from special counsel Robert Mueller s investigation into whether Russia interfered in the 2016 presidential election.
REAL,The Republican Party s Senate campaign wing has severed its fundraising deal with Alabama Republican Senate nominee Roy Moore Politico reported on Friday a day after allegations emerged that he initiated a sexual encounter with a 14 year old girl when he was 32. Politico said Federal Election Commission paperwork filed on Friday showed the National Republican Senatorial Committee was no longer listed as part of a joint fundraising committee with the campaign of Moore who is now 70 or the Alabama Republican Party and the Republican National Committee.
REAL,U.S. Republican Senator Mike Lee of Utah said on Monday that he will support legislation to overhaul the U.S. tax system leaving only two Republicans undecided as the bill approaches a final Senate vote this week. Just finished reading the final Tax Cuts and Jobs Act. It will cut taxes for working Utah families. I will proudly vote for it Lee said in a message released on Twitter. Republicans who control the 100 seat Senate by only a 52 48 margin can lose support from no more than two party lawmakers if the bill is to pass. Republican Senators Susan Collins and Jeff Flake have yet not said whether they will support the legislation. Senator John McCain who has brain cancer will not be present for the vote.
REAL,NEW DELHI Reuters India on Monday formed a panel of government officials to investigate cases that figure in the so called Paradise Papers a trove of leaked documents about offshore investments of wealthy individuals and institutions. Officials from government bodies and the central bank will carry out and monitor the investigation the finance ministry said. The leaked documents were obtained by Germany s Sueddeutsche Zeitung newspaper and shared with the International Consortium of Investigative Journalists ICIJ and some media outlets. Reuters has not independently verified the documents which relate to the affairs of individuals and institutions ranging from U.S. Commerce Secretary Wilbur Ross to Britain s Queen Elizabeth and trading firm Glencore GLEN.L .
REAL,Vadodara A 5.5 foot crocodile was rescued from the parking area of a residential society located on the outskirts of the city in the wee hours of Saturday.Vadodara forest department and the Gujarat Society for Prevention of Cruelty to Animals GSPCA had received a call from a resident of Prime Plaza an apartment located at Amodar village on Waghodiya Road early on Saturday. A resident Meet Panchal had called us informing that he had spotted a crocodile inside the parking area of the apartment scheme said Rajesh Bhavsar of GSPCA whose team reached the spot at around 4 am to rescue the crocodile.The crocodile which was rescued by volunteers Rinav Kadam Mehul Patel and Karan Parmar was handed over to Nitin Patel of Vadodara forest department. As the area is surrounded by water bodies and lakes it is possible that the reptile may have ventured out of one of these or from the canal nearby said Bhavsar.
REAL,U.S. President Donald Trump on Tuesday signaled support for a bipartisan healthcare deal in the U.S. Senate saying it was a short term fix to get through a very dangerous little period but not the ultimate answer to U.S. healthcare needs. The solution will be for about a year or two years Trump told reporters at a joint news conference with Greek Prime Minister Alexis Tsipras. It is a short term solution so that we don t have this very dangerous little period.
REAL,NEW DELHI India has tested a record 12 lakh samples for coronavirus in the last 24 hours informed the Union Ministry of Health and Family Welfare on Sunday.So far as many as 6.37 crore samples have been tested across the country. India scales another peak. In last 24 hours 12 lakh tests were conducted across the country which is an all time record high. Total Covid 19 tests more than 6.37 crore the Ministry tweeted.India s Covid 19 case tally crossed the 54 lakh mark with a spike of 92 605 new cases and 1 133 deaths in the last 24 hours the Ministry said.The total case tally stands at 54 00 620 including 10 10 824 active cases 43 03 044 cured discharged migrated and 86 752 deaths.
REAL,A federal court in the District of Columbia is due to hear arguments on Monday afternoon at 4 30 p.m. EST 2130 GMT on the question of who should lead the Consumer Financial Protection Bureau the court said. Lawyers for the Trump administration and Leandra English a CFPB official are due to appear at a hearing to consider whether Mick Mulvaney President Donald Trump s pick to temporarily lead the agency should be removed.
REAL,BENGALURU The cabinet at its next meeting will decide on carving out a new district of Vijayanagara from Ballari. If it happens Vijayanagar will be Karnataka s 31st district with Hosapete as its headquarters.Chief minister BS Yediyurappa on Saturday asked chief secretary TM Vijay Bhaskar to place the agenda pertaining to bifurcation at the next cabinet meeting.Of the 11 taluks five Ballari Kurugodu Siraguppa Sandur and Kudligi will be part of Ballari district while six Hosapete Kampli Hagaribommanahalli Kottur Hadagali and Harappanahalli will constitute Vijayanagara district Yadgir was the last district created when it was carved out of Kalaburagi in 2009. TNN
REAL,Rex Tillerson will remain as U.S. secretary of state the White House spokeswoman said on Thursday amid reports Tillerson will be removed in favor of Mike Pompeo who is currently CIA director. When the president loses confidence in someone they will no longer serve here White House spokeswoman Sarah Sanders said when asked about reports of a staff shake up.
REAL,House of Representatives Speaker Paul Ryan said he felt good about the vote count on a government spending bill coming before House on Thursday afternoon that is aimed at keeping the government from shutting down this week. I feel good where we are Ryan told reporters. He also said Republicans want to talk to Trump and other congressional leaders about budget caps. It would be nice to get back to the table and start negotiating caps and all the other things we have to do he said
REAL,Paul Manafort a former campaign manager for President Donald Trump has strong family and community ties and does not pose a serious flight risk his lawyers argued in a court filing on Thursday. A 10 million unsecured bond will more than suffice to assure his appearance as required in any court proceedings the lawyers said. Manafort and associate Rick Gates have been charged with money laundering tax fraud and failing to register as foreign agents of Ukraine s former pro Russian government.
REAL,Republican leaders in the U.S. Senate and House of Representatives have reached an agreement in principle on tax reform legislation the Associated Press reported on Twitter on Wednesday citing unnamed sources. The AP gave no further details and Reuters was not immediately able to confirm the report.
REAL,MUZAFFARNAGAR At least four brick kiln workers were killed and 30 others injured when a speeding truck hit their DCM vehicle on the Gangoh Titro road in Saharanpur district police said on Sunday. The accident took place late on Saturday night they said.Some of the injured are in critical condition and have been admitted to a nearby hospital.Police said the labourers were on their way to Punjab for work from Pipalhera village of Muzaffarnagar district All the deceased belonged to Muzaffarnagar district.
REAL,Popular 90s actress Kalyani s husband Surya Kiran has revealed in a recent chat that the duo is divorced. Though there were speculations that the duo had parted ways there was no official confirmation about the same.Kalyani who is known as Kaveri in Kollywood has acted in a number of films in Tamil which included Punnagai Poove with Nandha Kannukkul Nilavu with Vijay Samuthiram with Sarathkumar Murali and Manoj Kasi with Vikram and Appu with Prashanth to name a few. She had last appeared in Tamil in Vijay Sethupathi s Karuppan.Her ex husband Suriya Kiran who had participated in the Telugu version of Bigg Boss revealed after his elimination from the show that he and Kalyani were not together. He said that the actress left him many years ago but that he still loved her. Surya Kiran has acted in a number of Tamil films as a child actor before he took the plunge into direction. Kalyani too turned director recently.
REAL,THIRUVANANTHAPURAM Kerala on Sunday morning reported the first death of a doctor due to Covid 19 . Dr M S Abdeen of KBM clinic Attakulangara succumbed to the virus in Thiruvananthapuram.The doctor was admitted at a private hospital for the past week. Dr Abdeen had been attending the clinic until last week.After testing positive he was admitted to the hospital and was put on ventilator support. The source of the infection is being traced.Even though over a thousand health care workers tested positive Covid 19 in the state this is the first death of a doctor has been reported from the state.Across the country so far deaths of over 350 doctors have been reported.In the state many health care workers including doctors nurses nursing assistants junior public health inspectors and junior public health nurses have been tested positive.
REAL,U.S. President Donald Trump will announce a new security strategy on Monday White House national security adviser H.R. McMaster said on Tuesday. The new security blueprint will focus on protecting the U.S. homeland advancing U.S. prosperity preserving peace through strength and advancing American Influence McMaster said at an appearance with his British counterpart Mark Sedwill. McMaster condemned what he said was Russian involvement in a new generation of warfare including internal political subversion as well as economic aggression by China.
REAL,U.S. Republican Senator Bob Corker a staunch fiscal hawk who has been a critic of emerging tax legislation said on Friday he will support the sweeping tax overhaul that Republicans hope to approve next week. I have decided to support the tax reform package we will vote on next week Corker who had expressed concerned about the bill s impact on the federal deficit said in a statement released on Twitter. The details of the legislation are expected to be released later on Friday with votes expected in the Senate and House of Representatives next Tuesday.
REAL,Reuters Mercury Public Affairs which did work for Paul Manafort related to his lobbying for a pro Russian Ukrainian political party is cooperating with a federal probe into Russia s possible interference in the 2016 presidential campaign a Mercury partner said. Mercury takes its obligations to follow all laws rules and regulations very seriously. Mercury has and will continue to fully cooperate with the Office of the Special Counsel in its investigation Michael McKeon told Reuters in an emailed statement.
REAL,Representatives of Facebook Twitter and Google have been asked to appear on Nov. 1 at hearings on alleged Russian interference in U.S. politics called by the U.S. Senate and House Intelligence Committees officials said. Facebook and Twitter have already agreed to send representatives to the Senate committee hearing a Congressional official said. An official knowledgeable about House committee plans declined to disclosed whether the companies have agreed to send representatives to its hearing. Sources said that Google had not yet notified the committees that it would send representatives to the hearings though ultimately the company was likely to do so.
